Restaurant_Name,Restaurant_URL,Number_reviews_Unsanitary,last_4_months_Number_reviews_Unsanitary,last_4_months_Number_Of_reviews,last_4_months_AVG_NLP_Ranking_System,AVG_RankingSystem,Total_Number_Of_Reviews,ImprovingNLPrating,Last_4_Months_Percentage_Unsanitary,Last_4_Months_Percentile_Unsanitary,All_Percentage_Unsanitary,All_Percentile_Unsanitary,Cause_For_Concern_Dropping_Health_Standards
The_Club_House_L1_Bar_Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d9758180-Reviews-The_Club_House_L1_Bar_Restaurant-Liverpool_Merseyside_England.html,0,0,22,3.76,3.91,200,False,0.0,53.300000000000004,0.0,72.88,False
The_Fly_in_the_Loaf,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d4039757-Reviews-The_Fly_in_the_Loaf-Liverpool_Merseyside_England.html,0,0,2,4.0,3.94,307,True,0.0,53.300000000000004,0.0,72.88,False
The_Italian_Club,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d1093796-Reviews-The_Italian_Club-Liverpool_Merseyside_England.html,1,0,60,4.13,3.99,883,True,0.0,53.300000000000004,0.11,44.769999999999996,False
The_No_9_Bar_and_Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d17802667-Reviews-The_No_9_Bar_and_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,4.33,118,False,,,0.0,72.88,False
The_Railway,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d4028455-Reviews-The_Railway-Liverpool_Merseyside_England.html,0,0,26,3.95,4.01,408,False,0.0,53.300000000000004,0.0,72.88,False
The_Smugglers_Cove_Liverpool_Bar_Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d5500837-Reviews-The_Smugglers_Cove_Liverpool_Bar_Restaurant-Liverpool_Merseyside_England.html,0,0,55,3.95,3.94,200,True,0.0,53.300000000000004,0.0,72.88,False
The_Travellers_Rest,https://www.tripadvisor.co.uk/Restaurant_Review-g2549600-d7006785-Reviews-The_Travellers_Rest-Bebington_Wirral_Merseyside_England.html,0,0,0,,3.68,91,False,,,0.0,72.88,False
The_Turkish_BBQ_prev_Med_Kitchen_Brom,https://www.tripadvisor.co.uk/Restaurant_Review-g1096784-d15701391-Reviews-The_Turkish_BBQ_prev_Med_Kitchen_Brom-Bromborough_Wirral_Merseyside_England.html,0,0,12,4.0,4.19,223,False,0.0,53.300000000000004,0.0,72.88,False
Trattoria_51,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d5254806-Reviews-Trattoria_51-Liverpool_Merseyside_England.html,0,0,21,4.33,4.06,200,True,0.0,53.300000000000004,0.0,72.88,False
Turtle_Bay_Liverpool_Hanover_Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d10065998-Reviews-Turtle_Bay_Liverpool_Hanover_Street-Liverpool_Merseyside_England.html,2,2,199,4.22,4.21,200,True,1.01,5.800000000000001,1.0,6.21,True
Turtle_Bay_Liverpool_Victoria_Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d8780844-Reviews-Turtle_Bay_Liverpool_Victoria_Street-Liverpool_Merseyside_England.html,0,0,142,4.27,4.25,200,True,0.0,53.300000000000004,0.0,72.88,False
Villa_Romana,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d795815-Reviews-Villa_Romana-Liverpool_Merseyside_England.html,3,0,48,4.17,4.0,968,True,0.0,53.300000000000004,0.31,29.409999999999997,False
Villa_Venezia,https://www.tripadvisor.co.uk/Restaurant_Review-g209958-d1089675-Reviews-Villa_Venezia-Birkenhead_Wirral_Merseyside_England.html,3,0,1,3.67,3.76,308,False,0.0,53.300000000000004,0.97,8.5,False
Viva_Brazil,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d1917227-Reviews-Viva_Brazil-Liverpool_Merseyside_England.html,4,0,34,4.02,4.02,200,False,0.0,53.300000000000004,2.0,1.31,False
Yard_Coop,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d11908113-Reviews-Yard_Coop-Liverpool_Merseyside_England.html,0,0,26,4.18,3.97,200,True,0.0,53.300000000000004,0.0,72.88,False
Yukti_Indian_Street_Fusion,https://www.tripadvisor.co.uk/Restaurant_Review-g186337-d12949585-Reviews-Yukti_Indian_Street_Fusion-Liverpool_Merseyside_England.html,1,0,33,4.09,4.19,571,False,0.0,53.300000000000004,0.18,39.54,False
g1076968,https://www.tripadvisor.co.uk/ShowUserReviews-g1076968-d15611195-r837562297-Poseidon_Restaurant-Wallasey_Wirral_Merseyside_England.html,0,0,92,3.67,3.93,115,False,0.0,53.300000000000004,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d10485568-r688875606-Jam_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.3,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d10635008-r836013461-Sanskruti_Restaurant-Liverpool_Merseyside_England.html,0,0,176,4.67,0.31,3190,True,0.0,53.300000000000004,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d1126525-r836152919-Panam_Restaurant_And_Bar-Liverpool_Merseyside_England.html,0,0,100,3.8,0.12,3190,True,0.0,53.300000000000004,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d1126525-r836562622-Panam_Restaurant_And_Bar-Liverpool_Merseyside_England.html,0,0,100,3.67,0.11,3190,True,0.0,53.300000000000004,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d1205012-r828641037-Etsu_Japanese_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.14,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d12827197-r827855105-Aldente_Restaurant_Bar-Liverpool_Merseyside_England.html,0,0,0,,0.46,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d12827197-r828680837-Aldente_Restaurant_Bar-Liverpool_Merseyside_England.html,0,0,0,,0.51,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d17802667-r794385842-The_No_9_Bar_and_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.08,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d18980966-r835809449-Lu_Ban_Bar_and_Restaurant-Liverpool_Merseyside_England.html,0,0,165,3.67,0.19,3190,True,0.0,53.300000000000004,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d18980966-r838684829-Lu_Ban_Bar_and_Restaurant-Liverpool_Merseyside_England.html,0,0,165,4.07,0.21,3190,True,0.0,53.300000000000004,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d2693528-r824456071-Liverpool_One_Bridewell_Bar_And_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.23,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d2693528-r827369976-Liverpool_One_Bridewell_Bar_And_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.25,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d5500837-r789995562-The_Smugglers_Cove_Liverpool_Bar_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.11,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d5500837-r795693344-The_Smugglers_Cove_Liverpool_Bar_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.13,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d795805-r736313039-MEET_Argentinian_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.11,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d8773510-r829266609-The_Bastion_Bar_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.64,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d9758180-r814271221-The_Club_House_L1_Bar_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.12,3190,False,,,0.0,72.88,False
g186337,https://www.tripadvisor.co.uk/ShowUserReviews-g186337-d9758180-r823285974-The_Club_House_L1_Bar_Restaurant-Liverpool_Merseyside_England.html,0,0,0,,0.11,3190,False,,,0.0,72.88,False
g209958,https://www.tripadvisor.co.uk/ShowUserReviews-g209958-d10536825-r832933498-Sukhothai_Thai_Restaurant_Wirral-Birkenhead_Wirral_Merseyside_England.html,0,0,10,5.0,0.87,250,True,0.0,53.300000000000004,0.0,72.88,False
g209958,https://www.tripadvisor.co.uk/ShowUserReviews-g209958-d14350526-r692989022-Epirus_Greek_Restaurant-Birkenhead_Wirral_Merseyside_England.html,0,0,0,,1.47,250,False,,,0.0,72.88,False
g209958,https://www.tripadvisor.co.uk/ShowUserReviews-g209958-d14350526-r725023893-Epirus_Greek_Restaurant-Birkenhead_Wirral_Merseyside_England.html,0,0,0,,1.47,250,False,,,0.0,72.88,False
g2139048,https://www.tripadvisor.co.uk/ShowUserReviews-g2139048-d1599554-r823493885-Cowshed_Restaurant-Raby_Wirral_Merseyside_England.html,0,0,0,,1.97,420,False,,,0.0,72.88,False
g2139048,https://www.tripadvisor.co.uk/ShowUserReviews-g2139048-d1599554-r828633539-Cowshed_Restaurant-Raby_Wirral_Merseyside_England.html,0,0,0,,2.03,420,False,,,0.0,72.88,False
g2549600,https://www.tripadvisor.co.uk/ShowUserReviews-g2549600-d3171365-r727574040-Sunlight_Restaurant_Bar-Bebington_Wirral_Merseyside_England.html,0,0,0,,4.07,215,False,,,0.0,72.88,False
